"","Salary","Neuroticism","Education"
"580",55221.5367852341,2.62859421731711,"Medium"
"581",60269.1780227595,5.7320602232917,"High"
"582",67508.7065706007,4.38977270244751,"High"
"583",82818.7772506083,4.30271124277263,"High"
"584",65992.7625958856,1.80794180397357,"Medium"
"585",75159.3818350113,4.66905935370116,"High"
"586",19772.7299203775,1.52473607086752,"Low"
"587",49712.7798098773,2.49114747191566,"Medium"
"588",57038.3523529166,4.03612484058223,"Medium"
"589",72416.0761360962,3.7193874457841,"High"
"590",58554.6430827038,1.75970253116766,"Medium"
"591",67466.5975392175,4.76305591417175,"Medium"
"592",52481.3274013608,0.369087874707892,"Low"
"593",67080.5435403643,4.59480913609088,"High"
"594",33744.3035022967,3.26691367800216,"Low"
"595",41387.6990113525,1.85992403252703,"Low"
"596",71611.950011276,4.48509506466242,"High"
"597",49274.0883759996,3.62704972376428,"Medium"
"598",57520.8802416187,4.1405100460918,"Medium"
"599",87496.3544180733,4.519080602575,"High"
"600",45849.5012207098,2.18950216170774,"Low"
"601",37112.950807386,3.18047614613267,"Low"
"602",63286.4603319187,3.93563495274307,"Medium"
"603",54578.2778573915,1.5990496160589,"Low"
"604",64774.9896691497,2.05641603728573,"Medium"
"605",47059.8633026113,2.53536544346532,"Low"
"606",68796.8806972486,3.87196618991686,"High"
"607",42983.6846875635,1.55724663232211,"Low"
"608",75760.1715443471,4.17747922989409,"High"
"609",68290.3054543083,2.12538266142012,"Medium"
"610",65104.3797959108,3.38981877958391,"Medium"
"611",62342.4088213593,2.71872298354942,"Medium"
"612",30594.6548284545,3.21562253637144,"Low"
"613",23791.490447279,4.46819470944967,"Low"
"614",87015.7188072501,3.32391273376123,"High"
"615",73337.4716670904,4.15505699848378,"Medium"
"616",69120.3471315386,4.81021597067825,"High"
"617",76681.2798727461,4.04591152457567,"High"
"618",86040.4865320313,3.71858013171372,"High"
"619",69204.5024286346,5.45058337066351,"High"
"620",50615.1455513974,0.686599771298047,"Low"
"621",82418.4409375763,3.55677337807514,"High"
"622",76890.2309555543,2.87928045257869,"High"
"623",85432.7715840878,5.2969324537128,"High"
"624",71804.6545251656,3.089396245895,"Medium"
"625",55780.1541426128,1.95066347981062,"Low"
"626",65147.5591171037,5.97022748801256,"Medium"
"627",56085.6445118221,3.20947498757986,"Medium"
"628",77046.2125482273,3.72702869342905,"High"
"629",63552.6930168174,3.50816695909391,"Medium"
"630",74025.6879722929,1.91331366095821,"Medium"
"631",75295.4372816581,4.52437596996032,"High"
"632",76334.6918038198,4.02374327921745,"High"
"633",53071.3864634758,3.65214234425319,"Medium"
"634",81647.0753777665,2.41359477104384,"Medium"
"635",17658.6971128396,1.52528218643611,"Low"
"636",42920.9754029054,1.80661673739462,"Low"
"637",83807.3361695227,3.45024313779232,"High"
"638",64447.6558437899,5.21475777695635,"High"
"639",79785.0621104194,5.45385953018939,"High"
"640",39985.736646733,3.11825919195295,"Medium"
"641",73597.9271108572,2.94578514831808,"Medium"
"642",63148.0471481782,3.82495053763185,"High"
"643",55723.2821762241,4.16493562177992,"High"
"644",52690.4208184887,3.33491062906837,"Medium"
"645",43311.1556251981,2.64613151882106,"Low"
"646",56804.4719552076,2.61479142837077,"Medium"
"647",58183.2021251418,2.52924146655624,"Medium"
"648",42173.1009715656,3.42042301543949,"Low"
"649",51544.5992825664,2.78385685038814,"Medium"
"650",59630.7803439614,3.51088192502037,"Medium"
"651",86584.219996946,4.05719984055879,"High"
"652",102432.27145638,3.28817055830363,"High"
"653",65027.5432686415,3.75674506235682,"Medium"
"654",80361.4718992229,3.39995880150973,"Medium"
"655",61997.1722908794,4.44710477944315,"Medium"
"656",80346.7032981242,4.20610095810331,"High"
"657",56471.9455097403,3.82281051530495,"High"
"658",27723.4580685632,2.63611019405077,"Low"
"659",62036.4999115618,2.24011649658613,"Medium"
"660",72475.3928455389,2.53863353746338,"Medium"
"661",75420.7661451189,4.5414237478647,"High"
"662",88032.9917805819,3.82146590487562,"High"
"663",30699.9137270174,2.34223845512411,"Low"
"664",58923.0775345149,3.15383071995956,"Medium"
"665",47109.8745041529,1.84323978408362,"Low"
"666",45239.8817311902,0.675305351470915,"Low"
"667",80872.5247179535,4.403613026493,"High"
"668",32331.4989386433,3.04871411190743,"Low"
"669",70198.1366225849,2.15208487517367,"Medium"
"670",36540.1271576708,3.663988862281,"Low"
"671",40632.8604301595,2.72733045016109,"Low"
"672",35125.808263465,4.39747133958298,"Medium"
"673",38109.4511347747,1.58146333545676,"Low"
"674",44271.8680334564,3.39456071485753,"Medium"
"675",43865.7792913062,3.16681271563013,"Medium"
"676",53458.9750210343,3.908220259627,"Medium"
"677",80915.1029778914,3.61425364665738,"High"
"678",45695.2533278886,2.38992577003687,"Low"
"679",79933.5690271374,1.73384834587554,"Medium"
"680",69259.7155963222,2.58837756623094,"Medium"
"681",72605.2305376666,3.35892331881184,"Medium"
"682",58079.5736019155,2.64924229763867,"Medium"
"683",77458.5261158992,4.06863955659069,"High"
"684",94591.2133864525,3.70639044568015,"High"
"685",78742.055157484,4.62393425882273,"High"
"686",38737.4390637243,4.24966129113007,"Medium"
"687",54863.4533253889,2.55006607656892,"Medium"
"688",54857.9102799946,2.13644585234065,"Low"
"689",49872.7861778834,4.4812316513496,"Medium"
"690",72814.3967018636,1.37509267038234,"Medium"
"691",43706.7477863006,2.12551816428688,"Low"
"692",49048.9737308457,5.01471013417547,"Medium"
"693",50253.7088927059,5.12473263248612,"Medium"
"694",46350.1316394614,2.53222214356893,"Low"
"695",66904.1765880918,2.51497489865816,"Medium"
"696",74977.0819134739,3.39343060295324,"Medium"
"697",42420.2433668321,1.84130903295159,"Low"
"698",27149.787847388,3.63873345026862,"Low"
"699",66218.8581028047,2.56374038268071,"Medium"
"700",68310.5630483126,3.5705224886993,"Medium"
"701",104400.627339936,4.63496327883803,"High"
"702",58958.386519334,2.60554542931563,"Medium"
"703",35908.6566439475,3.12544399639515,"Low"
"704",93253.8515086755,3.4673668845882,"High"
"705",73931.0925401439,3.79018903498993,"Medium"
"706",50492.424300782,4.18834692426819,"Medium"
"707",72453.5831832487,2.40841120386003,"Medium"
"708",51508.0498610881,4.19802161298317,"Medium"
"709",33277.2235694864,1.98065908144889,"Low"
"710",67652.3742418482,3.50346179479004,"Medium"
"711",62140.5329780435,3.4244861945377,"Medium"
"712",67454.4303829683,2.8875155992886,"Medium"
"713",54174.5777664834,3.48105321325096,"Medium"
"714",86010.4289847273,2.20183974470281,"Medium"
"715",69580.2369424883,3.13597662952459,"Medium"
"716",54611.7613273068,3.95711985518569,"Medium"
"717",57734.7391133998,0.542618445976679,"Low"
"718",33808.9238299266,1.12838722690398,"Low"
"719",83156.2196711648,3.11395204497558,"High"
"720",63652.1589391054,1.04202966806674,"Low"
"721",58076.1885318854,3.6103632584276,"Medium"
"722",75240.0586584069,2.40458224843372,"Medium"
"723",66439.6686215613,1.40443765968482,"Medium"
"724",57038.9574278841,3.56157599841784,"High"
"725",53024.1359288464,2.91872577038087,"Medium"
"726",80393.7976794139,4.83722161613448,"High"
"727",100813.274653302,3.1636216454937,"High"
"728",51009.5824246794,4.24351586711599,"Medium"
"729",82543.6173933716,4.44589205899971,"High"
"730",30367.4523891515,2.7078651050209,"Low"
"731",53050.3190364998,2.52443606762056,"Medium"
"732",65415.7623391143,5.77356803128312,"High"
"733",77606.2946293761,3.11196026062238,"Medium"
"734",97546.3560234168,2.54802060071789,"High"
"735",49844.4750446001,2.22452485171879,"Low"
"736",80732.9513095968,1.60086357702164,"Medium"
"737",77047.1720153913,3.84076745239773,"High"
"738",90767.5682681529,3.74540106995994,"High"
"739",61680.0056052349,3.83422837858887,"Medium"
"740",27229.837732821,3.26029532672677,"Low"
"741",73869.7329628009,3.48599765670093,"High"
"742",40303.9819420659,3.0866750877326,"Low"
"743",39967.1788893961,3.61440958816722,"Low"
"744",60652.307755058,2.58280962432018,"Medium"
"745",52598.7480123383,2.69526829573974,"Medium"
"746",35860.0361481185,3.80772161834395,"Medium"
"747",84953.5377266198,4.26209004966341,"High"
"748",37282.4438807734,2.86700369830857,"Low"
"749",63062.4525729563,4.45128843305569,"Medium"
"750",62050.793490125,4.43626330639243,"High"
"751",43943.1708647534,4.1499668076607,"Medium"
"752",39104.6750756485,2.9302847112169,"Low"
"753",25077.9926997455,2.76870276030385,"Low"
"754",18813.6962538733,2.72812400943148,"Low"
"755",66087.5782057881,4.35451857322772,"Medium"
"756",75163.1852242801,2.39661645469498,"Medium"
"757",53752.2719452272,2.30875703950442,"Medium"
"758",75713.2513716549,4.61114315293967,"High"
"759",30090.8951062563,2.29637329035918,"Low"
"760",45780.8519196905,2.46171964069993,"Low"
"761",58782.2320591522,3.88497550342515,"Medium"
"762",30120.3869608115,3.04159091896131,"Low"
"763",53785.9941276977,3.0279620317089,"Medium"
"764",50710.6213508727,2.98538796281739,"Medium"
"765",66291.5079242261,3.31501593660863,"Medium"
"766",45306.1740579013,3.30598368980401,"Low"
"767",45267.467161737,2.76221515323548,"Low"
"768",47279.4554589741,4.47546635940148,"Medium"
"769",41519.9376058309,3.24566980659437,"Medium"
"770",63799.6787450631,4.21310768062485,"Medium"
"771",75799.8146378106,4.85960144593979,"High"
"772",78267.1103392849,4.62833336042027,"High"
"773",71851.9726749184,3.60619548754789,"Medium"
"774",71657.3667781726,3.86691260195672,"High"
"775",55725.9011507463,2.30546643202905,"Low"
"776",56190.9037092012,3.44801091906026,"Medium"
"777",53420.4439695884,3.29392264889865,"Medium"
"778",56115.3626805125,4.05736630288886,"Medium"
"779",66387.523283614,3.15887113096782,"Medium"
"780",78683.1094182983,4.04575556624819,"High"
"781",53112.1534460854,2.8387531829899,"Medium"
"782",78074.3401452116,3.98774246773975,"High"
"783",14052.2248569562,2.33984424496539,"Low"
"784",63714.4125323504,1.27708372188414,"Medium"
"785",90532.8393874552,2.94075280390343,"High"
"786",59960.3982913329,3.19031099903284,"Medium"
"787",51118.9130892719,2.1720878401692,"Low"
"788",52001.6308016555,1.37343141715632,"Low"
"789",75631.5417069632,1.55212557143802,"Medium"
"790",89371.4393795299,3.80332741808631,"High"
"791",58978.6763503198,4.66368470065578,"High"
"792",55674.7561944985,4.76590240686713,"Medium"
"793",60964.6843032469,2.36571719321436,"Low"
"794",51160.005705711,4.52683633919266,"Medium"
"795",85602.3564205463,4.17670367619772,"High"
"796",62848.096263903,3.35081218763289,"Medium"
"797",47644.0870200712,2.67583056246307,"Low"
"798",61500.405428798,2.50902645999575,"Medium"
"799",54491.8105926234,3.20804005998614,"Medium"
"800",59362.4592206806,4.02767934341345,"Medium"
"801",66499.2874619447,2.61219050858942,"Medium"
"802",60621.4837628155,2.97765207493172,"Medium"
"803",46699.813050975,1.41875866704801,"Low"
"804",45902.7946366586,2.70103599103728,"Low"
"805",51439.6708532239,3.61481649668387,"Medium"
"806",91431.6421089823,4.6592897906764,"High"
"807",90547.3490363521,2.21090620057807,"Medium"
"808",77907.0854808301,3.34372944909711,"Medium"
"809",59693.4674364239,2.44630036267126,"Medium"
"810",41081.6426268549,3.25186061771183,"Medium"
"811",38536.8703999983,3.54466761497631,"Low"
"812",73244.9879729102,2.82235793785962,"Medium"
"813",67968.4383568501,3.86398094989885,"Medium"
"814",69456.5548452326,3.46588272895079,"High"
"815",69853.8621306163,3.69733991655557,"High"
"816",42489.1607759197,2.77305750320973,"Low"
"817",70974.0740099307,2.67246927007557,"Medium"
"818",58059.6830162597,0.944820906712749,"Low"
"819",66545.5911143231,4.33219164199119,"Medium"
"820",49496.2042757366,3.55980554455485,"Medium"
"821",48803.9333382797,2.75396902020385,"Medium"
"822",45684.8218123615,1.54995679540685,"Medium"
"823",60882.0294357273,4.87599776752587,"Medium"
"824",78650.4613958578,7,"High"
"825",64706.0707953024,3.42930324875529,"Medium"
"826",27656.751229667,3.12397740803222,"Low"
"827",75149.6774936139,4.29752678610953,"Medium"
"828",40666.5608528686,1.79945486546988,"Low"
"829",82858.3316586727,2.95239263073354,"Medium"
"830",73675.5545840742,1.77784351458091,"Medium"
"831",58369.1680151434,1.76977044205008,"Low"
"832",82401.7284427912,4.63714835692249,"High"
"833",61877.0153249243,3.0040211880802,"Medium"
"834",50936.3812573004,3.06932871041494,"Medium"
"835",55709.3027663094,3.15610325346955,"Medium"
"836",67392.4777642673,1.66128197052955,"Medium"
"837",61969.6762236897,3.96722622683034,"Medium"
"838",66128.4879440886,2.01996080797677,"Medium"
"839",60322.2821978283,3.07414443013246,"Medium"
"840",46015.5795739149,2.02416878064447,"Low"
"841",75610.106671096,3.91923119337588,"High"
"842",50647.4102884061,4.49847924830483,"Medium"
"843",47185.9802891592,2.75531736926823,"Medium"
"844",54649.4051078577,1.73005949496128,"Low"
"845",67289.2106351647,1.95494638328834,"Medium"
"846",63404.2417049665,2.56441012916782,"Medium"
"847",76373.3748420233,3.11032649364914,"High"
"848",38293.8114366213,2.74678615468767,"Low"
"849",33135.6471380659,1.66184771115134,"Low"
"850",29612.5872816543,2.65808905431054,"Low"
"851",40492.8103101208,3.12719211348903,"Medium"
"852",77532.1898561325,2.02843809208963,"Medium"
"853",84872.6852017106,3.43093525009631,"High"
"854",46045.2775611782,4.00775936685482,"Medium"
"855",71684.5806009516,4.02309390162309,"Medium"
"856",61881.0399078526,4.96423333850309,"Medium"
"857",89158.459612358,4.10277605354358,"High"
"858",44977.9480662324,1.12164290921283,"Low"
"859",40297.5904127455,1.74259146538476,"Low"
"860",78294.358437948,4.45453587202459,"High"
"861",59759.3954031276,4.87422779215998,"Medium"
"862",51107.6328259385,2.49245414196899,"Low"
"863",75679.3782091644,4.22567264539908,"Medium"
"864",53289.2674694887,3.90785649896855,"Medium"
"865",54127.2145629414,2.25505527888244,"Medium"
"866",63337.835578882,3.10611978606342,"Medium"
"867",72108.9991747269,3.51277346314676,"Low"
"868",34673.1767049982,3.14641923355689,"Low"
"869",72965.6431252223,3.64810548091515,"Medium"
"870",57270.2376794914,3.65947439219373,"Medium"
"871",38733.7152886908,1.97906069481312,"Low"
"872",38919.8831907956,1.27226102988284,"Low"
"873",74020.2705734776,5.21166402319732,"High"
"874",84925.6942184106,2.03982798970846,"Medium"
"875",87356.0600382066,3.30435006476606,"High"
"876",64988.1723895793,3.78910077869756,"Medium"
"877",56184.1906826622,1.32108154747864,"Low"
"878",86835.2798389441,2.78108844034155,"Medium"
"879",93519.6515119196,3.09614337995928,"High"
"880",43442.0976767119,3.78201431376415,"Medium"
"881",29309.5000426288,2.77953773729324,"Low"
"882",61442.2162322613,4.46597143972666,"High"
"883",28026.1570487673,3.62989609841689,"Medium"
"884",55126.7606653698,2.87423472872637,"Low"
"885",53897.396228461,3.79797141351162,"Medium"
"886",91886.8677142533,2.42529743593469,"High"
"887",75441.7077422792,3.12515286740698,"Medium"
"888",55474.6166807191,3.3481929606993,"Medium"
"889",57651.8337456602,3.87080402053351,"Medium"
"890",50426.8642479182,1.38485594192998,"Low"
"891",65857.2462524709,2.82570857106823,"Medium"
"892",75684.1624779924,3.18932411830077,"High"
"893",66284.1701976544,4.15469508934046,"Medium"
"894",63447.3863927148,4.34406082601595,"Medium"
"895",74866.8105991057,4.77822738988344,"High"
"896",71137.7594595411,3.06233579318491,"High"
"897",48074.3811426108,2.78435151781565,"Low"
"898",73820.3248188958,4.23426231356596,"Medium"
"899",57454.6877428884,2.54190728899738,"Low"
"900",92528.0629923559,3.62257687032642,"High"
"901",79007.6947780157,3.17867470372405,"High"
"902",57884.1410805219,2.6842576370358,"Medium"
"903",71740.8921374775,4.71605793376162,"High"
"904",58442.601777621,2.88370432565874,"Medium"
"905",68845.1728192728,3.44649095939877,"Medium"
"906",60134.2444566462,4.35761088890491,"Medium"
"907",57905.4962819012,4.59952415904602,"High"
"908",55199.4504998071,5.27077625900849,"High"
"909",86275.6218175655,2.65329000973033,"High"
"910",45103.758725097,2.15894813015527,"Low"
"911",16241.8980835486,2.45409046566303,"Low"
"912",31308.4378190879,2.89245450502215,"Low"
"913",85043.7141206226,3.10774685660148,"High"
"914",75370.3479941238,3.94038334319072,"Medium"
"915",37900.2018279221,3.51459047708903,"Medium"
"916",65740.6627058548,4.33102861979115,"High"
"917",47729.5420230933,3.68625365160942,"Medium"
"918",63992.6995319126,3.15286035752086,"Medium"
"919",62221.9961873389,4.04227527929589,"Medium"
"920",55817.3533090721,3.8055460318309,"Medium"
"921",63118.5564279954,3.97760712082813,"High"
"922",31842.1283198629,3.28665654619737,"Low"
"923",54317.4793675198,3.50192975801884,"Medium"
"924",76236.5277548574,4.67670757155646,"High"
"925",81920.0752448574,2.74497315452722,"Medium"
"926",48653.0746730396,4.60131416089597,"Medium"
"927",62495.6756352499,3.24878383456975,"Medium"
"928",50807.1626885402,3.97594434562842,"Medium"
"929",28827.3190759329,2.31308177043177,"Low"
"930",88892.2876738,3.86712813851438,"High"
"931",66288.6361729552,4.77546288277147,"High"
"932",78645.8845791214,1.04584805725006,"Low"
"933",80206.200465371,4.51418646001273,"High"
"934",60971.2124325349,3.58815430321995,"Medium"
"935",89142.6515995906,1.80498226140417,"High"
"936",61996.1278065089,2.71300845232892,"Low"
"937",76435.5314505963,1.40113349463977,"Medium"
"938",75721.2424783032,4.66907000490287,"High"
"939",69172.9158186982,3.71835190219399,"High"
"940",33108.9940909898,1.80531735390068,"Low"
"941",71957.3034218275,4.09998805869525,"High"
"942",70672.2609588792,4.42428577231769,"Medium"
"943",61640.9576958618,2.70984962542062,"Medium"
"944",51202.95325237,3.72861015813681,"Medium"
"945",50237.6563149797,2.68977274013646,"Low"
"946",61611.8861921747,1.39165730027716,"Low"
"947",59681.9240319932,1.76597703430703,"Medium"
"948",63345.1687160085,1.55123129872388,"Medium"
"949",63650.0979937393,3.72278055702,"Medium"
"950",61685.6155199646,3.22253163937845,"Medium"
"951",59945.8459936889,4.83191727230654,"Medium"
"952",59843.3082597246,2.88825954489402,"Low"
"953",77227.2153652463,4.83116964073147,"High"
"954",34790.6840299184,3.53763330775624,"Low"
"955",68785.7736414836,2.82475342252322,"Medium"
"956",78499.7450590665,4.54127408462073,"High"
"957",65759.9686117788,3.99382860261516,"Medium"
"958",35311.7778015707,3.56748359744556,"Low"
"959",64042.5515985717,3.90322108017504,"Medium"
"960",42576.914087361,3.61169847085602,"Medium"
"961",64714.6838818926,2.51103525190406,"Medium"
"962",53338.9723618247,3.87497334998853,"Medium"
"963",46515.0638472157,3.67923762557602,"Medium"
"964",35665.9943133267,2.93996911737601,"Low"
"965",83540.1633030047,4.4674741528297,"High"
"966",63345.745585582,3.07989125790987,"Medium"
"967",69697.5991940818,3.18657290446202,"Medium"
"968",50744.5194621868,2.98530941249781,"Low"
"969",89536.1817554006,4.25234446147433,"High"
"970",60772.4213915063,2.54357227342424,"Medium"
"971",66794.0771441031,3.85813994558861,"High"
"972",43765.6710127286,1.27248262645985,"Low"
"973",97230.6576877412,3.28033196889983,"High"
"974",60742.7109256564,3.12874268646197,"Medium"
"975",49250.883400909,1.71722500017844,"Medium"
"976",72868.7687879543,1.8107758490581,"Medium"
"977",80228.7011206797,5.04702985423918,"High"
"978",39900.118286914,1.90631864798024,"Low"
"979",69836.497133334,1.67150456604404,"Medium"
"980",77436.1677472033,3.15584401227863,"Medium"
"981",71797.4022173817,4.3799110177079,"Medium"
"982",54241.7552140687,3.81751797335551,"Medium"
"983",79408.3078376033,4.48261620969517,"High"
"984",41234.440695683,4.26268584352477,"Medium"
"985",75187.411719346,3.44724525488206,"High"
"986",100944.619985065,4.72872671479922,"High"
"987",61331.2813828739,1.89738382591277,"Low"
"988",39879.0866131869,2.39919792358618,"Low"
"989",27175.1263958701,4.2889092622941,"Low"
"990",42944.6408562191,4.07974023408997,"Medium"
"991",63827.5604329437,3.05415028892298,"Low"
"992",47503.9377178104,1.45242878552089,"Low"
"993",57587.5136074229,2.58102387477902,"Medium"
"994",66049.6459517052,5.2020099049886,"Medium"
"995",52927.518263915,2.31890000053931,"Medium"
"996",88242.9981737828,4.28892126105859,"High"
"997",74842.5965268882,4.01412635534963,"Medium"
"998",55810.1479432249,4.12184497923396,"Medium"
"999",74295.4601904613,4.1819022391966,"Medium"
"1000",50246.4238471783,2.25929159708239,"Low"
